Intermediate,Week,WeekStart,Qty
TSP-710,34,2026-08-17 00:00:00,0
TSP-710,35,2026-08-24 00:00:00,0
TSP-828,19,2026-05-04 00:00:00,0
TSP-828,20,2026-05-11 00:00:00,0
TSP-828,21,2026-05-18 00:00:00,0
TSP-828,22,2026-05-25 00:00:00,0
TSP-828,23,2026-06-01 00:00:00,0
TSP-828,24,2026-06-08 00:00:00,0
TSP-828,25,2026-06-15 00:00:00,0
TSP-828,26,2026-06-22 00:00:00,0
TSP-828,27,2026-06-29 00:00:00,0
TSP-828,28,2026-07-06 00:00:00,0
TSP-828,29,2026-07-13 00:00:00,0
TSP-828,30,2026-07-20 00:00:00,0
TSP-828,31,2026-07-27 00:00:00,0
TSP-828,32,2026-08-03 00:00:00,0
TSP-828,33,2026-08-10 00:00:00,0
TSP-828,34,2026-08-17 00:00:00,0
TSP-828,35,2026-08-24 00:00:00,0
TSP-903,19,2026-05-04 00:00:00,0
TSP-903,20,2026-05-11 00:00:00,0
TSP-903,21,2026-05-18 00:00:00,0
TSP-903,22,2026-05-25 00:00:00,0
TSP-903,23,2026-06-01 00:00:00,0
TSP-903,24,2026-06-08 00:00:00,0
TSP-903,25,2026-06-15 00:00:00,0
TSP-903,26,2026-06-22 00:00:00,0
TSP-903,27,2026-06-29 00:00:00,0
TSP-903,28,2026-07-06 00:00:00,0
TSP-903,29,2026-07-13 00:00:00,0
TSP-903,30,2026-07-20 00:00:00,0
TSP-903,31,2026-07-27 00:00:00,0
TSP-903,32,2026-08-03 00:00:00,0
TSP-903,33,2026-08-10 00:00:00,0
TSP-903,34,2026-08-17 00:00:00,0
TSP-903,35,2026-08-24 00:00:00,0
TSP-924,19,2026-05-04 00:00:00,0
TSP-924,20,2026-05-11 00:00:00,0.5132905723431526
TSP-924,21,2026-05-18 00:00:00,0
TSP-924,22,2026-05-25 00:00:00,0.5132905723431526
TSP-924,23,2026-06-01 00:00:00,0
TSP-924,24,2026-06-08 00:00:00,0
TSP-924,25,2026-06-15 00:00:00,0
TSP-924,26,2026-06-22 00:00:00,0
TSP-924,27,2026-06-29 00:00:00,0
TSP-924,28,2026-07-06 00:00:00,0
TSP-924,29,2026-07-13 00:00:00,0
TSP-924,30,2026-07-20 00:00:00,0
TSP-924,31,2026-07-27 00:00:00,0.5132905723431526
TSP-924,32,2026-08-03 00:00:00,0
TSP-924,33,2026-08-10 00:00:00,0
TSP-924,34,2026-08-17 00:00:00,0
TSP-924,35,2026-08-24 00:00:00,0
TSP-925,19,2026-05-04 00:00:00,0
TSP-925,20,2026-05-11 00:00:00,0
TSP-925,21,2026-05-18 00:00:00,0
TSP-925,22,2026-05-25 00:00:00,0
TSP-925,23,2026-06-01 00:00:00,0.38922077922077913
TSP-925,24,2026-06-08 00:00:00,0
TSP-925,25,2026-06-15 00:00:00,0
TSP-925,26,2026-06-22 00:00:00,0
TSP-925,27,2026-06-29 00:00:00,0
TSP-925,28,2026-07-06 00:00:00,0
TSP-925,29,2026-07-13 00:00:00,0.38922077922077913
TSP-925,30,2026-07-20 00:00:00,0
TSP-925,31,2026-07-27 00:00:00,0
TSP-925,32,2026-08-03 00:00:00,0.38922077922077913
TSP-925,33,2026-08-10 00:00:00,0
TSP-925,34,2026-08-17 00:00:00,0
TSP-925,35,2026-08-24 00:00:00,0.38922077922077913
TSP-927,19,2026-05-04 00:00:00,0
TSP-927,20,2026-05-11 00:00:00,0
TSP-927,21,2026-05-18 00:00:00,0
TSP-927,22,2026-05-25 00:00:00,0
TSP-927,23,2026-06-01 00:00:00,0
TSP-927,24,2026-06-08 00:00:00,0
TSP-927,25,2026-06-15 00:00:00,0
TSP-927,26,2026-06-22 00:00:00,0
TSP-927,27,2026-06-29 00:00:00,0
TSP-927,28,2026-07-06 00:00:00,0
TSP-927,29,2026-07-13 00:00:00,0
TSP-927,30,2026-07-20 00:00:00,0
TSP-927,31,2026-07-27 00:00:00,0
TSP-927,32,2026-08-03 00:00:00,0
TSP-927,33,2026-08-10 00:00:00,0
TSP-927,34,2026-08-17 00:00:00,0
TSP-927,35,2026-08-24 00:00:00,0
TSP-928,19,2026-05-04 00:00:00,0
TSP-928,20,2026-05-11 00:00:00,1.5958422005783928
TSP-928,21,2026-05-18 00:00:00,0
TSP-928,22,2026-05-25 00:00:00,1.5958422005783928
TSP-928,23,2026-06-01 00:00:00,0
TSP-928,24,2026-06-08 00:00:00,0
TSP-928,25,2026-06-15 00:00:00,0
TSP-928,26,2026-06-22 00:00:00,0
TSP-928,27,2026-06-29 00:00:00,0
TSP-928,28,2026-07-06 00:00:00,0
TSP-928,29,2026-07-13 00:00:00,0
TSP-928,30,2026-07-20 00:00:00,0
TSP-928,31,2026-07-27 00:00:00,1.5958422005783928
TSP-928,32,2026-08-03 00:00:00,0
TSP-928,33,2026-08-10 00:00:00,0
TSP-928,34,2026-08-17 00:00:00,0
TSP-928,35,2026-08-24 00:00:00,0
TSP-929,19,2026-05-04 00:00:00,0
TSP-929,20,2026-05-11 00:00:00,0
TSP-929,21,2026-05-18 00:00:00,0
TSP-929,22,2026-05-25 00:00:00,0
TSP-929,23,2026-06-01 00:00:00,0
TSP-929,24,2026-06-08 00:00:00,0
TSP-929,25,2026-06-15 00:00:00,0
TSP-929,26,2026-06-22 00:00:00,0
TSP-929,27,2026-06-29 00:00:00,0
TSP-929,28,2026-07-06 00:00:00,0
TSP-929,29,2026-07-13 00:00:00,0
TSP-929,30,2026-07-20 00:00:00,0
TSP-929,31,2026-07-27 00:00:00,0
TSP-929,32,2026-08-03 00:00:00,0
TSP-929,33,2026-08-10 00:00:00,0
TSP-929,34,2026-08-17 00:00:00,0
TSP-929,35,2026-08-24 00:00:00,0
TSP-930,19,2026-05-04 00:00:00,0
TSP-930,20,2026-05-11 00:00:00,0
TSP-930,21,2026-05-18 00:00:00,0
TSP-930,22,2026-05-25 00:00:00,0
TSP-930,23,2026-06-01 00:00:00,1.2000306674503902
TSP-930,24,2026-06-08 00:00:00,0
TSP-930,25,2026-06-15 00:00:00,0
TSP-930,26,2026-06-22 00:00:00,0
TSP-930,27,2026-06-29 00:00:00,0
TSP-930,28,2026-07-06 00:00:00,0
TSP-930,29,2026-07-13 00:00:00,1.2000306674503902
TSP-930,30,2026-07-20 00:00:00,0
TSP-930,31,2026-07-27 00:00:00,0
TSP-930,32,2026-08-03 00:00:00,1.2000306674503902
TSP-930,33,2026-08-10 00:00:00,0
TSP-930,34,2026-08-17 00:00:00,0
TSP-930,35,2026-08-24 00:00:00,1.2000306674503902
TSP-934,19,2026-05-04 00:00:00,0
TSP-934,20,2026-05-11 00:00:00,0
TSP-934,21,2026-05-18 00:00:00,0
TSP-934,22,2026-05-25 00:00:00,0
TSP-934,23,2026-06-01 00:00:00,0
TSP-934,24,2026-06-08 00:00:00,0
TSP-934,25,2026-06-15 00:00:00,0
TSP-934,26,2026-06-22 00:00:00,0
TSP-934,27,2026-06-29 00:00:00,0
TSP-934,28,2026-07-06 00:00:00,0
TSP-934,29,2026-07-13 00:00:00,0
TSP-934,30,2026-07-20 00:00:00,0
TSP-934,31,2026-07-27 00:00:00,0
TSP-934,32,2026-08-03 00:00:00,0
TSP-934,33,2026-08-10 00:00:00,0
TSP-934,34,2026-08-17 00:00:00,0
TSP-934,35,2026-08-24 00:00:00,0
TSP-935,19,2026-05-04 00:00:00,0
TSP-935,20,2026-05-11 00:00:00,1.6477322930743457
TSP-935,21,2026-05-18 00:00:00,0
TSP-935,22,2026-05-25 00:00:00,1.6477322930743457
TSP-935,23,2026-06-01 00:00:00,0
TSP-935,24,2026-06-08 00:00:00,0
TSP-935,25,2026-06-15 00:00:00,0
TSP-935,26,2026-06-22 00:00:00,0
TSP-935,27,2026-06-29 00:00:00,0
TSP-935,28,2026-07-06 00:00:00,0
TSP-935,29,2026-07-13 00:00:00,0
TSP-935,30,2026-07-20 00:00:00,0
TSP-935,31,2026-07-27 00:00:00,1.6477322930743457
TSP-935,32,2026-08-03 00:00:00,0
TSP-935,33,2026-08-10 00:00:00,0
TSP-935,34,2026-08-17 00:00:00,0
TSP-935,35,2026-08-24 00:00:00,0
TSP-936,19,2026-05-04 00:00:00,0
TSP-936,20,2026-05-11 00:00:00,0
TSP-936,21,2026-05-18 00:00:00,0
TSP-936,22,2026-05-25 00:00:00,0
TSP-936,23,2026-06-01 00:00:00,0
TSP-936,24,2026-06-08 00:00:00,0
TSP-936,25,2026-06-15 00:00:00,0
TSP-936,26,2026-06-22 00:00:00,0
TSP-936,27,2026-06-29 00:00:00,0
TSP-936,28,2026-07-06 00:00:00,0
TSP-936,29,2026-07-13 00:00:00,0
TSP-936,30,2026-07-20 00:00:00,0
TSP-936,31,2026-07-27 00:00:00,0
TSP-936,32,2026-08-03 00:00:00,0
TSP-936,33,2026-08-10 00:00:00,0
TSP-936,34,2026-08-17 00:00:00,0
TSP-936,35,2026-08-24 00:00:00,0
TSP-937,19,2026-05-04 00:00:00,0
TSP-937,20,2026-05-11 00:00:00,0
TSP-937,21,2026-05-18 00:00:00,0
TSP-937,22,2026-05-25 00:00:00,0
TSP-937,23,2026-06-01 00:00:00,1.2390392503138272
TSP-937,24,2026-06-08 00:00:00,0
TSP-937,25,2026-06-15 00:00:00,0
TSP-937,26,2026-06-22 00:00:00,0
TSP-937,27,2026-06-29 00:00:00,0
TSP-937,28,2026-07-06 00:00:00,0
TSP-937,29,2026-07-13 00:00:00,1.2390392503138272
TSP-937,30,2026-07-20 00:00:00,0
TSP-937,31,2026-07-27 00:00:00,0
TSP-937,32,2026-08-03 00:00:00,1.2390392503138272
TSP-937,33,2026-08-10 00:00:00,0
TSP-937,34,2026-08-17 00:00:00,0
TSP-937,35,2026-08-24 00:00:00,1.2390392503138272
TSP-959,19,2026-05-04 00:00:00,0
TSP-959,20,2026-05-11 00:00:00,7.726192481017346
TSP-959,21,2026-05-18 00:00:00,8.194446570775973
TSP-959,22,2026-05-25 00:00:00,3.5119056731897027
TSP-959,23,2026-06-01 00:00:00,4.682540897586271
TSP-959,24,2026-06-08 00:00:00,4.682540897586271
TSP-959,25,2026-06-15 00:00:00,0
TSP-959,26,2026-06-22 00:00:00,5.619049077103525
TSP-959,27,2026-06-29 00:00:00,3.7460327180690163
TSP-959,28,2026-07-06 00:00:00,4.682540897586271
TSP-959,29,2026-07-13 00:00:00,4.682540897586271
TSP-959,30,2026-07-20 00:00:00,2.3412704487931353
TSP-959,31,2026-07-27 00:00:00,2.3412704487931353
TSP-959,32,2026-08-03 00:00:00,4.682540897586271
TSP-959,33,2026-08-10 00:00:00,4.682540897586271
TSP-959,34,2026-08-17 00:00:00,4.682540897586271
TSP-959,35,2026-08-24 00:00:00,4.682540897586271
TSP-966,19,2026-05-04 00:00:00,0
TSP-966,20,2026-05-11 00:00:00,6.577649185325523
TSP-966,21,2026-05-18 00:00:00,6.976294590496767
TSP-966,22,2026-05-25 00:00:00,2.9898405387843288
TSP-966,23,2026-06-01 00:00:00,3.986454051712438
TSP-966,24,2026-06-08 00:00:00,3.986454051712438
TSP-966,25,2026-06-15 00:00:00,0
TSP-966,26,2026-06-22 00:00:00,4.783744862054926
TSP-966,27,2026-06-29 00:00:00,3.1891632413699504
TSP-966,28,2026-07-06 00:00:00,3.986454051712438
TSP-966,29,2026-07-13 00:00:00,3.986454051712438
TSP-966,30,2026-07-20 00:00:00,1.993227025856219
TSP-966,31,2026-07-27 00:00:00,1.993227025856219
TSP-966,32,2026-08-03 00:00:00,3.986454051712438
TSP-966,33,2026-08-10 00:00:00,3.986454051712438
TSP-966,34,2026-08-17 00:00:00,3.986454051712438
TSP-966,35,2026-08-24 00:00:00,3.986454051712438
TVS-267,19,2026-05-04 00:00:00,0
TVS-267,20,2026-05-11 00:00:00,0
TVS-267,21,2026-05-18 00:00:00,0
TVS-267,22,2026-05-25 00:00:00,0
TVS-267,23,2026-06-01 00:00:00,1.0390416275154908
TVS-267,24,2026-06-08 00:00:00,0
TVS-267,25,2026-06-15 00:00:00,0
TVS-267,26,2026-06-22 00:00:00,0
TVS-267,27,2026-06-29 00:00:00,0
TVS-267,28,2026-07-06 00:00:00,0
TVS-267,29,2026-07-13 00:00:00,1.0390416275154908
TVS-267,30,2026-07-20 00:00:00,0
TVS-267,31,2026-07-27 00:00:00,0
TVS-267,32,2026-08-03 00:00:00,1.0390416275154908
TVS-267,33,2026-08-10 00:00:00,0
TVS-267,34,2026-08-17 00:00:00,0
TVS-267,35,2026-08-24 00:00:00,1.0390416275154908
TVS-500,19,2026-05-04 00:00:00,0
TVS-500,20,2026-05-11 00:00:00,0
TVS-500,21,2026-05-18 00:00:00,0
TVS-500,22,2026-05-25 00:00:00,0
TVS-500,23,2026-06-01 00:00:00,0
TVS-500,24,2026-06-08 00:00:00,0
TVS-500,25,2026-06-15 00:00:00,0
TVS-500,26,2026-06-22 00:00:00,0
TVS-500,27,2026-06-29 00:00:00,0
TVS-500,28,2026-07-06 00:00:00,0
TVS-500,29,2026-07-13 00:00:00,0
TVS-500,30,2026-07-20 00:00:00,0
TVS-500,31,2026-07-27 00:00:00,0
TVS-500,32,2026-08-03 00:00:00,0
TVS-500,33,2026-08-10 00:00:00,0
TVS-500,34,2026-08-17 00:00:00,0
TVS-500,35,2026-08-24 00:00:00,0
TVS-664,19,2026-05-04 00:00:00,0
TVS-664,20,2026-05-11 00:00:00,0
TVS-664,21,2026-05-18 00:00:00,0
TVS-664,22,2026-05-25 00:00:00,0
TVS-664,23,2026-06-01 00:00:00,0
TVS-664,24,2026-06-08 00:00:00,0
TVS-664,25,2026-06-15 00:00:00,0
TVS-664,26,2026-06-22 00:00:00,0
TVS-664,27,2026-06-29 00:00:00,0
TVS-664,28,2026-07-06 00:00:00,0
TVS-664,29,2026-07-13 00:00:00,0
TVS-664,30,2026-07-20 00:00:00,0
TVS-664,31,2026-07-27 00:00:00,0
TVS-664,32,2026-08-03 00:00:00,0
TVS-664,33,2026-08-10 00:00:00,0
TVS-664,34,2026-08-17 00:00:00,0
TVS-664,35,2026-08-24 00:00:00,0
TVS-833,19,2026-05-04 00:00:00,10.842464432027509
TVS-833,20,2026-05-11 00:00:00,10.963696392879822
TVS-833,21,2026-05-18 00:00:00,11.811833546132778
TVS-833,22,2026-05-25 00:00:00,11.84347687650184
TVS-833,23,2026-06-01 00:00:00,13.660983143860069
TVS-833,24,2026-06-08 00:00:00,2.8185187118325588
TVS-833,25,2026-06-15 00:00:00,0
TVS-833,26,2026-06-22 00:00:00,6.830491571930034
TVS-833,27,2026-06-29 00:00:00,8.769229800140572
TVS-833,28,2026-07-06 00:00:00,6.830491571930034
TVS-833,29,2026-07-13 00:00:00,6.830491571930034
TVS-833,30,2026-07-20 00:00:00,9.96268394840549
TVS-833,31,2026-07-27 00:00:00,9.024958164669282
TVS-833,32,2026-08-03 00:00:00,6.830491571930034
TVS-833,33,2026-08-10 00:00:00,8.02394572019495
TVS-833,34,2026-08-17 00:00:00,12.781202660238048
TVS-833,35,2026-08-24 00:00:00,8.02394572019495
VSP-566,19,2026-05-04 00:00:00,0
VSP-566,20,2026-05-11 00:00:00,0
VSP-566,21,2026-05-18 00:00:00,0
VSP-566,22,2026-05-25 00:00:00,0
VSP-566,23,2026-06-01 00:00:00,0
VSP-566,24,2026-06-08 00:00:00,0
VSP-566,25,2026-06-15 00:00:00,0
VSP-566,26,2026-06-22 00:00:00,0
VSP-566,27,2026-06-29 00:00:00,0
VSP-566,28,2026-07-06 00:00:00,0
VSP-566,29,2026-07-13 00:00:00,0
VSP-566,30,2026-07-20 00:00:00,0
VSP-566,31,2026-07-27 00:00:00,0
VSP-566,32,2026-08-03 00:00:00,0
VSP-566,33,2026-08-10 00:00:00,0
VSP-566,34,2026-08-17 00:00:00,0
VSP-566,35,2026-08-24 00:00:00,0
TSP-1388,19,2026-05-04 00:00:00,3.658048221855479
TSP-1388,20,2026-05-11 00:00:00,3.2772808630988286
TSP-1388,21,2026-05-18 00:00:00,4.062402939119179
TSP-1388,22,2026-05-25 00:00:00,3.658048221855479
TSP-1388,23,2026-06-01 00:00:00,4.84752501513953
TSP-1388,24,2026-06-08 00:00:00,1.1894767932840506
TSP-1388,25,2026-06-15 00:00:00,0
TSP-1388,26,2026-06-22 00:00:00,2.423762507569765
TSP-1388,27,2026-06-29 00:00:00,3.232471942097165
TSP-1388,28,2026-07-06 00:00:00,2.423762507569765
TSP-1388,29,2026-07-13 00:00:00,2.423762507569765
TSP-1388,30,2026-07-20 00:00:00,3.2772808630988286
TSP-1388,31,2026-07-27 00:00:00,2.4685714285714284
TSP-1388,32,2026-08-03 00:00:00,2.423762507569765
TSP-1388,33,2026-08-10 00:00:00,2.4685714285714284
TSP-1388,34,2026-08-17 00:00:00,4.466757656382879
TSP-1388,35,2026-08-24 00:00:00,2.4685714285714284
TSP-1444,19,2026-05-04 00:00:00,7.458075052893359
TSP-1444,20,2026-05-11 00:00:00,9.827223475654733
TSP-1444,21,2026-05-18 00:00:00,8.642649264274047
TSP-1444,22,2026-05-25 00:00:00,7.458075052893359
TSP-1444,23,2026-06-01 00:00:00,7.458075052893359
TSP-1444,24,2026-06-08 00:00:00,0
TSP-1444,25,2026-06-15 00:00:00,0
TSP-1444,26,2026-06-22 00:00:00,3.7290375264466795
TSP-1444,27,2026-06-29 00:00:00,6.0981859492080535
TSP-1444,28,2026-07-06 00:00:00,3.7290375264466795
TSP-1444,29,2026-07-13 00:00:00,3.7290375264466795
TSP-1444,30,2026-07-20 00:00:00,9.827223475654733
TSP-1444,31,2026-07-27 00:00:00,7.458075052893359
TSP-1444,32,2026-08-03 00:00:00,3.7290375264466795
TSP-1444,33,2026-08-10 00:00:00,7.458075052893359
TSP-1444,34,2026-08-17 00:00:00,9.827223475654733
TSP-1444,35,2026-08-24 00:00:00,7.458075052893359
TSP-1448,19,2026-05-04 00:00:00,4.629994301523985
TSP-1448,20,2026-05-11 00:00:00,6.134017780153573
TSP-1448,21,2026-05-18 00:00:00,5.382006040838779
TSP-1448,22,2026-05-25 00:00:00,4.629994301523985
TSP-1448,23,2026-06-01 00:00:00,4.629994301523985
TSP-1448,24,2026-06-08 00:00:00,0
TSP-1448,25,2026-06-15 00:00:00,0
TSP-1448,26,2026-06-22 00:00:00,2.3149971507619926
TSP-1448,27,2026-06-29 00:00:00,3.8190206293915803
TSP-1448,28,2026-07-06 00:00:00,2.3149971507619926
TSP-1448,29,2026-07-13 00:00:00,2.3149971507619926
TSP-1448,30,2026-07-20 00:00:00,6.134017780153573
TSP-1448,31,2026-07-27 00:00:00,4.629994301523985
TSP-1448,32,2026-08-03 00:00:00,2.3149971507619926
TSP-1448,33,2026-08-10 00:00:00,4.629994301523985
TSP-1448,34,2026-08-17 00:00:00,6.134017780153573
TSP-1448,35,2026-08-24 00:00:00,4.629994301523985
TSP-1445,19,2026-05-04 00:00:00,3.3446862585462687
TSP-1445,20,2026-05-11 00:00:00,0
TSP-1445,21,2026-05-18 00:00:00,3.3446862585462687
TSP-1445,22,2026-05-25 00:00:00,3.3446862585462687
TSP-1445,23,2026-06-01 00:00:00,6.689372517092537
TSP-1445,24,2026-06-08 00:00:00,3.3446862585462687
TSP-1445,25,2026-06-15 00:00:00,0
TSP-1445,26,2026-06-22 00:00:00,3.3446862585462687
TSP-1445,27,2026-06-29 00:00:00,3.3446862585462687
TSP-1445,28,2026-07-06 00:00:00,3.3446862585462687
TSP-1445,29,2026-07-13 00:00:00,3.3446862585462687
TSP-1445,30,2026-07-20 00:00:00,0
TSP-1445,31,2026-07-27 00:00:00,1.1148954195154228
TSP-1445,32,2026-08-03 00:00:00,3.3446862585462687
TSP-1445,33,2026-08-10 00:00:00,0
TSP-1445,34,2026-08-17 00:00:00,3.3446862585462687
TSP-1445,35,2026-08-24 00:00:00,0
TSP-1446,19,2026-05-04 00:00:00,0
TSP-1446,20,2026-05-11 00:00:00,0
TSP-1446,21,2026-05-18 00:00:00,0
TSP-1446,22,2026-05-25 00:00:00,0
TSP-1446,23,2026-06-01 00:00:00,0
TSP-1446,24,2026-06-08 00:00:00,0
TSP-1446,25,2026-06-15 00:00:00,0
TSP-1446,26,2026-06-22 00:00:00,0
TSP-1446,27,2026-06-29 00:00:00,0
TSP-1446,28,2026-07-06 00:00:00,0
TSP-1446,29,2026-07-13 00:00:00,0
TSP-1446,30,2026-07-20 00:00:00,0
TSP-1446,31,2026-07-27 00:00:00,0
TSP-1446,32,2026-08-03 00:00:00,0
TSP-1446,33,2026-08-10 00:00:00,0
TSP-1446,34,2026-08-17 00:00:00,0
TSP-1446,35,2026-08-24 00:00:00,0
TSP-1449,19,2026-05-04 00:00:00,2.140587135346353
TSP-1449,20,2026-05-11 00:00:00,0
TSP-1449,21,2026-05-18 00:00:00,2.140587135346353
TSP-1449,22,2026-05-25 00:00:00,2.140587135346353
TSP-1449,23,2026-06-01 00:00:00,4.281174270692706
TSP-1449,24,2026-06-08 00:00:00,2.140587135346353
TSP-1449,25,2026-06-15 00:00:00,0
TSP-1449,26,2026-06-22 00:00:00,2.140587135346353
TSP-1449,27,2026-06-29 00:00:00,2.140587135346353
TSP-1449,28,2026-07-06 00:00:00,2.140587135346353
TSP-1449,29,2026-07-13 00:00:00,2.140587135346353
TSP-1449,30,2026-07-20 00:00:00,0
TSP-1449,31,2026-07-27 00:00:00,0.7135290451154509
TSP-1449,32,2026-08-03 00:00:00,2.140587135346353
TSP-1449,33,2026-08-10 00:00:00,0
TSP-1449,34,2026-08-17 00:00:00,2.140587135346353
TSP-1449,35,2026-08-24 00:00:00,0
VSP-567,19,2026-05-04 00:00:00,0
VSP-567,20,2026-05-11 00:00:00,0
VSP-567,21,2026-05-18 00:00:00,0
VSP-567,22,2026-05-25 00:00:00,0
VSP-567,23,2026-06-01 00:00:00,0
VSP-567,24,2026-06-08 00:00:00,0
VSP-567,25,2026-06-15 00:00:00,0
VSP-567,26,2026-06-22 00:00:00,0
VSP-567,27,2026-06-29 00:00:00,0
VSP-567,28,2026-07-06 00:00:00,0
VSP-567,29,2026-07-13 00:00:00,0
VSP-567,30,2026-07-20 00:00:00,0
VSP-567,31,2026-07-27 00:00:00,0
VSP-567,32,2026-08-03 00:00:00,0
VSP-567,33,2026-08-10 00:00:00,0
VSP-567,34,2026-08-17 00:00:00,0
VSP-567,35,2026-08-24 00:00:00,0
VSP-600,19,2026-05-04 00:00:00,0
VSP-600,20,2026-05-11 00:00:00,3.8408912073231187
VSP-600,21,2026-05-18 00:00:00,0
VSP-600,22,2026-05-25 00:00:00,0
VSP-600,23,2026-06-01 00:00:00,0
VSP-600,24,2026-06-08 00:00:00,3.8408912073231187
VSP-600,25,2026-06-15 00:00:00,0
VSP-600,26,2026-06-22 00:00:00,0
VSP-600,27,2026-06-29 00:00:00,0
VSP-600,28,2026-07-06 00:00:00,3.8408912073231187
VSP-600,29,2026-07-13 00:00:00,0
VSP-600,30,2026-07-20 00:00:00,0
VSP-600,31,2026-07-27 00:00:00,3.8408912073231187
VSP-600,32,2026-08-03 00:00:00,3.8408912073231187
VSP-600,33,2026-08-10 00:00:00,0
VSP-600,34,2026-08-17 00:00:00,0
VSP-600,35,2026-08-24 00:00:00,0
VSP-601,19,2026-05-04 00:00:00,0
VSP-601,20,2026-05-11 00:00:00,3.844512359077455
VSP-601,21,2026-05-18 00:00:00,0
VSP-601,22,2026-05-25 00:00:00,0
VSP-601,23,2026-06-01 00:00:00,0
VSP-601,24,2026-06-08 00:00:00,3.844512359077455
VSP-601,25,2026-06-15 00:00:00,0
VSP-601,26,2026-06-22 00:00:00,0
VSP-601,27,2026-06-29 00:00:00,0
VSP-601,28,2026-07-06 00:00:00,3.844512359077455
VSP-601,29,2026-07-13 00:00:00,0
VSP-601,30,2026-07-20 00:00:00,0
VSP-601,31,2026-07-27 00:00:00,3.844512359077455
VSP-601,32,2026-08-03 00:00:00,3.844512359077455
VSP-601,33,2026-08-10 00:00:00,0
VSP-601,34,2026-08-17 00:00:00,0
VSP-601,35,2026-08-24 00:00:00,0
VSP-602,19,2026-05-04 00:00:00,0
VSP-602,20,2026-05-11 00:00:00,3.845278475612647
VSP-602,21,2026-05-18 00:00:00,0
VSP-602,22,2026-05-25 00:00:00,0
VSP-602,23,2026-06-01 00:00:00,0
VSP-602,24,2026-06-08 00:00:00,3.845278475612647
VSP-602,25,2026-06-15 00:00:00,0
VSP-602,26,2026-06-22 00:00:00,0
VSP-602,27,2026-06-29 00:00:00,0
VSP-602,28,2026-07-06 00:00:00,3.845278475612647
VSP-602,29,2026-07-13 00:00:00,0
VSP-602,30,2026-07-20 00:00:00,0
VSP-602,31,2026-07-27 00:00:00,3.845278475612647
VSP-602,32,2026-08-03 00:00:00,3.845278475612647
VSP-602,33,2026-08-10 00:00:00,0
VSP-602,34,2026-08-17 00:00:00,0
VSP-602,35,2026-08-24 00:00:00,0
VSP-603,19,2026-05-04 00:00:00,0
VSP-603,20,2026-05-11 00:00:00,0
VSP-603,21,2026-05-18 00:00:00,0
VSP-603,22,2026-05-25 00:00:00,0
VSP-603,23,2026-06-01 00:00:00,0
VSP-603,24,2026-06-08 00:00:00,0
VSP-603,25,2026-06-15 00:00:00,0
VSP-603,26,2026-06-22 00:00:00,0
VSP-603,27,2026-06-29 00:00:00,0
VSP-603,28,2026-07-06 00:00:00,0
VSP-603,29,2026-07-13 00:00:00,0
VSP-603,30,2026-07-20 00:00:00,0
VSP-603,31,2026-07-27 00:00:00,0
VSP-603,32,2026-08-03 00:00:00,0
VSP-603,33,2026-08-10 00:00:00,0
VSP-603,34,2026-08-17 00:00:00,0
VSP-603,35,2026-08-24 00:00:00,0
VSP-604,19,2026-05-04 00:00:00,0
VSP-604,20,2026-05-11 00:00:00,0
VSP-604,21,2026-05-18 00:00:00,0
VSP-604,22,2026-05-25 00:00:00,0
VSP-604,23,2026-06-01 00:00:00,0
VSP-604,24,2026-06-08 00:00:00,0
VSP-604,25,2026-06-15 00:00:00,0
VSP-604,26,2026-06-22 00:00:00,0
VSP-604,27,2026-06-29 00:00:00,0
VSP-604,28,2026-07-06 00:00:00,0
VSP-604,29,2026-07-13 00:00:00,0
VSP-604,30,2026-07-20 00:00:00,0
VSP-604,31,2026-07-27 00:00:00,0
VSP-604,32,2026-08-03 00:00:00,0
VSP-604,33,2026-08-10 00:00:00,0
VSP-604,34,2026-08-17 00:00:00,0
VSP-604,35,2026-08-24 00:00:00,0
VSP-605,19,2026-05-04 00:00:00,0
VSP-605,20,2026-05-11 00:00:00,0
VSP-605,21,2026-05-18 00:00:00,0
VSP-605,22,2026-05-25 00:00:00,0
VSP-605,23,2026-06-01 00:00:00,0
VSP-605,24,2026-06-08 00:00:00,0
VSP-605,25,2026-06-15 00:00:00,0
VSP-605,26,2026-06-22 00:00:00,0
VSP-605,27,2026-06-29 00:00:00,0
VSP-605,28,2026-07-06 00:00:00,0
VSP-605,29,2026-07-13 00:00:00,0
VSP-605,30,2026-07-20 00:00:00,0
VSP-605,31,2026-07-27 00:00:00,0
VSP-605,32,2026-08-03 00:00:00,0
VSP-605,33,2026-08-10 00:00:00,0
VSP-605,34,2026-08-17 00:00:00,0
VSP-605,35,2026-08-24 00:00:00,0
VSP-606,19,2026-05-04 00:00:00,0
VSP-606,20,2026-05-11 00:00:00,0
VSP-606,21,2026-05-18 00:00:00,0
VSP-606,22,2026-05-25 00:00:00,0
VSP-606,23,2026-06-01 00:00:00,0
VSP-606,24,2026-06-08 00:00:00,0
VSP-606,25,2026-06-15 00:00:00,0
VSP-606,26,2026-06-22 00:00:00,0
VSP-606,27,2026-06-29 00:00:00,0
VSP-606,28,2026-07-06 00:00:00,0
VSP-606,29,2026-07-13 00:00:00,0
VSP-606,30,2026-07-20 00:00:00,0
VSP-606,31,2026-07-27 00:00:00,0
